Id,Campaign Type,IPDs Round,Timeline,State,LGA,Social mobilization plan/implementation,High risk Operational Plan,Evidence of LGA task force meeting,Meeting of Ward selection Committees to review performance,Updated micro-plan,Training Plan implementation,Social mobilization funds received at LGA Level,Border synchronization planning meeting,Security agents conducted assessment,IPD plan adjusted based on security assessment (if applicable),Logistics funds received,LGAs/State counterpart funding received
SIA 17-Oct 2 weeks KOGI IGALAMELA-ODOLU,SIA,17-Oct,2 weeks,Kogi,Igalamela-Odolu,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI IJUMU,SIA,17-Oct,2 weeks,Kogi,Ijumu,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI KABBA/BUNU,SIA,17-Oct,2 weeks,Kogi,Kabba/Bunu,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI KOGI,SIA,17-Oct,2 weeks,Kogi,Kogi,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI LOKOJA,SIA,17-Oct,2 weeks,Kogi,Lokoja,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI MOPA-MURO,SIA,17-Oct,2 weeks,Kogi,Mopa-Muro,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OFU,SIA,17-Oct,2 weeks,Kogi,Ofu,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OGORI/MAGONGO,SIA,17-Oct,2 weeks,Kogi,Ogori/Magongo,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OKEHI,SIA,17-Oct,2 weeks,Kogi,Okehi,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OKENE,SIA,17-Oct,2 weeks,Kogi,Okene,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OLAMABORO,SIA,17-Oct,2 weeks,Kogi,Olamaboro,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI OMALA,SIA,17-Oct,2 weeks,Kogi,Omala,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI YAGBA EAST,SIA,17-Oct,2 weeks,Kogi,Yagba East,,,,,,,,,,,,
SIA 17-Oct 2 weeks KOGI YAGBA WEST,SIA,17-Oct,2 weeks,Kogi,Yagba West,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA ASA,SIA,17-Oct,2 weeks,Kwara,Asa,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA BARUTEN,SIA,17-Oct,2 weeks,Kwara,Baruten,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA EDU,SIA,17-Oct,2 weeks,Kwara,Edu,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA EKITI,SIA,17-Oct,2 weeks,Kwara,Ekiti,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA IFELODUN,SIA,17-Oct,2 weeks,Kwara,Ifelodun,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA ILORIN EAST,SIA,17-Oct,2 weeks,Kwara,Ilorin East,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA ILORIN SOUTH,SIA,17-Oct,2 weeks,Kwara,Ilorin South,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA ILORIN WEST,SIA,17-Oct,2 weeks,Kwara,Ilorin West,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA IREPODUN,SIA,17-Oct,2 weeks,Kwara,Irepodun,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA ISIN,SIA,17-Oct,2 weeks,Kwara,Isin,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA KAIAMA,SIA,17-Oct,2 weeks,Kwara,Kaiama,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA MORO,SIA,17-Oct,2 weeks,Kwara,Moro,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA OFFA,SIA,17-Oct,2 weeks,Kwara,Offa,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA OKE ERO,SIA,17-Oct,2 weeks,Kwara,Oke Ero,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA OYUN,SIA,17-Oct,2 weeks,Kwara,Oyun,,,,,,,,,,,,
SIA 17-Oct 2 weeks KWARA PATEGI,SIA,17-Oct,2 weeks,Kwara,Pategi,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS AGEGE,SIA,17-Oct,2 weeks,Lagos,Agege,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS AJEROMI/IFELODUN,SIA,17-Oct,2 weeks,Lagos,Ajeromi/Ifelodun,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS ALIMOSHO,SIA,17-Oct,2 weeks,Lagos,Alimosho,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS AMUWO ODOFIN,SIA,17-Oct,2 weeks,Lagos,Amuwo Odofin,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS APAPA,SIA,17-Oct,2 weeks,Lagos,Apapa,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS BADAGRY,SIA,17-Oct,2 weeks,Lagos,Badagry,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS EPE,SIA,17-Oct,2 weeks,Lagos,Epe,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS ETI OSA,SIA,17-Oct,2 weeks,Lagos,Eti Osa,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS IBEJU LEKKI,SIA,17-Oct,2 weeks,Lagos,Ibeju Lekki,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS IFAKO/IJAYE,SIA,17-Oct,2 weeks,Lagos,Ifako/Ijaye,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS IKEJA,SIA,17-Oct,2 weeks,Lagos,Ikeja,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS IKORODU,SIA,17-Oct,2 weeks,Lagos,Ikorodu,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS KOSOFE,SIA,17-Oct,2 weeks,Lagos,Kosofe,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS LAGOS ISLAND,SIA,17-Oct,2 weeks,Lagos,Lagos Island,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS LAGOS MAINLAND,SIA,17-Oct,2 weeks,Lagos,Lagos Mainland,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS MUSHIN,SIA,17-Oct,2 weeks,Lagos,Mushin,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS OJO,SIA,17-Oct,2 weeks,Lagos,Ojo,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS OSHODI/ISOLO,SIA,17-Oct,2 weeks,Lagos,Oshodi/Isolo,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS SHOMOLU,SIA,17-Oct,2 weeks,Lagos,Shomolu,,,,,,,,,,,,
SIA 17-Oct 2 weeks LAGOS SURULERE,SIA,17-Oct,2 weeks,Lagos,Surulere,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA AKWANGA,SIA,17-Oct,2 weeks,Nasarawa,Akwanga,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA AWE,SIA,17-Oct,2 weeks,Nasarawa,Awe,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA DOMA,SIA,17-Oct,2 weeks,Nasarawa,Doma,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA KARU,SIA,17-Oct,2 weeks,Nasarawa,Karu,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA KEANA,SIA,17-Oct,2 weeks,Nasarawa,Keana,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA KEFFI,SIA,17-Oct,2 weeks,Nasarawa,Keffi,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA KOKONA,SIA,17-Oct,2 weeks,Nasarawa,Kokona,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA LAFIA,SIA,17-Oct,2 weeks,Nasarawa,Lafia,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA NASARAWA,SIA,17-Oct,2 weeks,Nasarawa,Nasarawa,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA NASARAWA EGON,SIA,17-Oct,2 weeks,Nasarawa,Nasarawa Egon,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA OBI,SIA,17-Oct,2 weeks,Nasarawa,Obi,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA TOTO,SIA,17-Oct,2 weeks,Nasarawa,Toto,,,,,,,,,,,,
SIA 17-Oct 2 weeks NASARAWA WAMBA,SIA,17-Oct,2 weeks,Nasarawa,Wamba,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER AGAIE,SIA,17-Oct,2 weeks,Niger,Agaie,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER AGWARA,SIA,17-Oct,2 weeks,Niger,Agwara,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER BIDA,SIA,17-Oct,2 weeks,Niger,Bida,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER BORGU,SIA,17-Oct,2 weeks,Niger,Borgu,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER BOSSO,SIA,17-Oct,2 weeks,Niger,Bosso,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER CHANCHAGA,SIA,17-Oct,2 weeks,Niger,Chanchaga,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER EDATI,SIA,17-Oct,2 weeks,Niger,Edati,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER GBAKO,SIA,17-Oct,2 weeks,Niger,Gbako,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER GURARA,SIA,17-Oct,2 weeks,Niger,Gurara,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER KATCHA,SIA,17-Oct,2 weeks,Niger,Katcha,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER KONTAGORA,SIA,17-Oct,2 weeks,Niger,Kontagora,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER LAPAI,SIA,17-Oct,2 weeks,Niger,Lapai,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER LAVUN,SIA,17-Oct,2 weeks,Niger,Lavun,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER MAGAMA,SIA,17-Oct,2 weeks,Niger,Magama,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER MARIGA,SIA,17-Oct,2 weeks,Niger,Mariga,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER MASHEGU,SIA,17-Oct,2 weeks,Niger,Mashegu,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER MOKWA,SIA,17-Oct,2 weeks,Niger,Mokwa,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER MUYA,SIA,17-Oct,2 weeks,Niger,Muya,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER PAIKORO,SIA,17-Oct,2 weeks,Niger,Paikoro,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER RAFI,SIA,17-Oct,2 weeks,Niger,Rafi,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER RIJAU,SIA,17-Oct,2 weeks,Niger,Rijau,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER SHIRORO,SIA,17-Oct,2 weeks,Niger,Shiroro,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER SULEJA,SIA,17-Oct,2 weeks,Niger,Suleja,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER TAFA,SIA,17-Oct,2 weeks,Niger,Tafa,,,,,,,,,,,,
SIA 17-Oct 2 weeks NIGER WUSHISHI,SIA,17-Oct,2 weeks,Niger,Wushishi,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN ABEOKUTA NORTH,SIA,17-Oct,2 weeks,Ogun,Abeokuta North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN ABEOKUTA SOUTH,SIA,17-Oct,2 weeks,Ogun,Abeokuta South,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN ADO ODO/OTA,SIA,17-Oct,2 weeks,Ogun,Ado Odo/Ota,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN EWEKORO,SIA,17-Oct,2 weeks,Ogun,Ewekoro,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IFO,SIA,17-Oct,2 weeks,Ogun,Ifo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IJEBU EAST,SIA,17-Oct,2 weeks,Ogun,Ijebu East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IJEBU NORTH,SIA,17-Oct,2 weeks,Ogun,Ijebu North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IJEBU NORTH EAST,SIA,17-Oct,2 weeks,Ogun,Ijebu North East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IJEBU ODE,SIA,17-Oct,2 weeks,Ogun,Ijebu Ode,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IKENNE,SIA,17-Oct,2 weeks,Ogun,Ikenne,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IMEKO AFON,SIA,17-Oct,2 weeks,Ogun,Imeko Afon,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN IPOKIA,SIA,17-Oct,2 weeks,Ogun,Ipokia,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN OBAFEMI OWODE,SIA,17-Oct,2 weeks,Ogun,Obafemi Owode,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN ODEDA,SIA,17-Oct,2 weeks,Ogun,Odeda,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN ODOGBOLU,SIA,17-Oct,2 weeks,Ogun,Odogbolu,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN OGUN WATERSIDE,SIA,17-Oct,2 weeks,Ogun,Ogun Waterside,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN REMO NORTH,SIA,17-Oct,2 weeks,Ogun,Remo North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN SHAGAMU,SIA,17-Oct,2 weeks,Ogun,Shagamu,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN YEWA NORTH,SIA,17-Oct,2 weeks,Ogun,Yewa North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OGUN YEWA SOUTH,SIA,17-Oct,2 weeks,Ogun,Yewa South,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKOKO NORTH EAST,SIA,17-Oct,2 weeks,Ondo,Akoko North East,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKOKO NORTH WEST,SIA,17-Oct,2 weeks,Ondo,Akoko North West,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKOKO SOUTH EAST,SIA,17-Oct,2 weeks,Ondo,Akoko South East,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKOKO SOUTH WEST,SIA,17-Oct,2 weeks,Ondo,Akoko South West,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKURE NORTH,SIA,17-Oct,2 weeks,Ondo,Akure North,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO AKURE SOUTH,SIA,17-Oct,2 weeks,Ondo,Akure South,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ESE ODO,SIA,17-Oct,2 weeks,Ondo,Ese Odo,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO IDANRE,SIA,17-Oct,2 weeks,Ondo,Idanre,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO IFEDORE,SIA,17-Oct,2 weeks,Ondo,Ifedore,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ILAJE,SIA,17-Oct,2 weeks,Ondo,Ilaje,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ILE OLUJI/OKEIGBO,SIA,17-Oct,2 weeks,Ondo,Ile Oluji/Okeigbo,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO IRELE,SIA,17-Oct,2 weeks,Ondo,Irele,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ODIGBO,SIA,17-Oct,2 weeks,Ondo,Odigbo,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO OKITIPUPA,SIA,17-Oct,2 weeks,Ondo,Okitipupa,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ONDO EAST,SIA,17-Oct,2 weeks,Ondo,Ondo East,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO ONDO WEST,SIA,17-Oct,2 weeks,Ondo,Ondo West,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO OSE,SIA,17-Oct,2 weeks,Ondo,Ose,,,,,,,,,,,,
SIA 17-Oct 2 weeks ONDO OWO,SIA,17-Oct,2 weeks,Ondo,Owo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN AIYEDADE,SIA,17-Oct,2 weeks,Osun,Aiyedade,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN AIYEDIRE,SIA,17-Oct,2 weeks,Osun,Aiyedire,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ATAKUNMOSA EAST,SIA,17-Oct,2 weeks,Osun,Atakunmosa East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ATAKUNMOSA WEST,SIA,17-Oct,2 weeks,Osun,Atakunmosa West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN BOLUWADURO,SIA,17-Oct,2 weeks,Osun,Boluwaduro,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN BORIPE,SIA,17-Oct,2 weeks,Osun,Boripe,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN EDE NORTH,SIA,17-Oct,2 weeks,Osun,Ede North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN EDE SOUTH,SIA,17-Oct,2 weeks,Osun,Ede South,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN EGBEDORE,SIA,17-Oct,2 weeks,Osun,Egbedore,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN EJIGBO,SIA,17-Oct,2 weeks,Osun,Ejigbo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFE CENTRAL,SIA,17-Oct,2 weeks,Osun,Ife Central,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFE EAST,SIA,17-Oct,2 weeks,Osun,Ife East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFE NORTH,SIA,17-Oct,2 weeks,Osun,Ife North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFE SOUTH,SIA,17-Oct,2 weeks,Osun,Ife South,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFEDAYO,SIA,17-Oct,2 weeks,Osun,Ifedayo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IFELODUN,SIA,17-Oct,2 weeks,Osun,Ifelodun,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ILA,SIA,17-Oct,2 weeks,Osun,Ila,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ILESHA EAST,SIA,17-Oct,2 weeks,Osun,Ilesha East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ILESHA WEST,SIA,17-Oct,2 weeks,Osun,Ilesha West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IREPODUN,SIA,17-Oct,2 weeks,Osun,Irepodun,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IREWOLE,SIA,17-Oct,2 weeks,Osun,Irewole,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ISOKAN,SIA,17-Oct,2 weeks,Osun,Isokan,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN IWO,SIA,17-Oct,2 weeks,Osun,Iwo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN OBOKUN,SIA,17-Oct,2 weeks,Osun,Obokun,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ODO OTIN,SIA,17-Oct,2 weeks,Osun,Odo Otin,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN OLA OLUWA,SIA,17-Oct,2 weeks,Osun,Ola Oluwa,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN OLORUNDA,SIA,17-Oct,2 weeks,Osun,Olorunda,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN ORIADE,SIA,17-Oct,2 weeks,Osun,Oriade,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN OROLU,SIA,17-Oct,2 weeks,Osun,Orolu,,,,,,,,,,,,
SIA 17-Oct 2 weeks OSUN OSOGBO,SIA,17-Oct,2 weeks,Osun,Osogbo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO AFIJIO,SIA,17-Oct,2 weeks,Oyo,Afijio,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO AKINYELE,SIA,17-Oct,2 weeks,Oyo,Akinyele,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ATIBA,SIA,17-Oct,2 weeks,Oyo,Atiba,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ATISBO,SIA,17-Oct,2 weeks,Oyo,Atisbo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO EGBEDA,SIA,17-Oct,2 weeks,Oyo,Egbeda,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBADAN NORTH,SIA,17-Oct,2 weeks,Oyo,Ibadan North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBADAN NORTH EAST,SIA,17-Oct,2 weeks,Oyo,Ibadan North East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBADAN NORTH WEST,SIA,17-Oct,2 weeks,Oyo,Ibadan North West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBADAN SOUTH EAST,SIA,17-Oct,2 weeks,Oyo,Ibadan South East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBADAN SOUTH WEST,SIA,17-Oct,2 weeks,Oyo,Ibadan South West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBARAPA CENTRAL,SIA,17-Oct,2 weeks,Oyo,Ibarapa Central,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBARAPA EAST,SIA,17-Oct,2 weeks,Oyo,Ibarapa East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IBARAPA NORTH,SIA,17-Oct,2 weeks,Oyo,Ibarapa North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IDO,SIA,17-Oct,2 weeks,Oyo,Ido,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IREPO,SIA,17-Oct,2 weeks,Oyo,Irepo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ISEYIN,SIA,17-Oct,2 weeks,Oyo,Iseyin,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ITESIWAJU,SIA,17-Oct,2 weeks,Oyo,Itesiwaju,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO IWAJOWA,SIA,17-Oct,2 weeks,Oyo,Iwajowa,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO KAJOLA,SIA,17-Oct,2 weeks,Oyo,Kajola,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO LAGELU,SIA,17-Oct,2 weeks,Oyo,Lagelu,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OGBOMOSHO NORTH,SIA,17-Oct,2 weeks,Oyo,Ogbomosho North,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OGBOMOSHO SOUTH,SIA,17-Oct,2 weeks,Oyo,Ogbomosho South,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OGO OLUWA,SIA,17-Oct,2 weeks,Oyo,Ogo Oluwa,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OLORUNSOGO,SIA,17-Oct,2 weeks,Oyo,Olorunsogo,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OLUYOLE,SIA,17-Oct,2 weeks,Oyo,Oluyole,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ONA ARA,SIA,17-Oct,2 weeks,Oyo,Ona Ara,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ORELOPE,SIA,17-Oct,2 weeks,Oyo,Orelope,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO ORI IRE,SIA,17-Oct,2 weeks,Oyo,Ori Ire,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OYO EAST,SIA,17-Oct,2 weeks,Oyo,Oyo East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO OYO WEST,SIA,17-Oct,2 weeks,Oyo,Oyo West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO SAKI EAST,SIA,17-Oct,2 weeks,Oyo,Saki East,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO SAKI WEST,SIA,17-Oct,2 weeks,Oyo,Saki West,,,,,,,,,,,,
SIA 17-Oct 2 weeks OYO SURULERE,SIA,17-Oct,2 weeks,Oyo,Surulere,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU BARKIN LADI,SIA,17-Oct,2 weeks,Plateau,Barkin Ladi,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU BASSA,SIA,17-Oct,2 weeks,Plateau,Bassa,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU BOKKOS,SIA,17-Oct,2 weeks,Plateau,Bokkos,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU JOS EAST,SIA,17-Oct,2 weeks,Plateau,Jos East,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU JOS NORTH,SIA,17-Oct,2 weeks,Plateau,Jos North,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU JOS SOUTH,SIA,17-Oct,2 weeks,Plateau,Jos South,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU KANAM,SIA,17-Oct,2 weeks,Plateau,Kanam,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU KANKE,SIA,17-Oct,2 weeks,Plateau,Kanke,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU LANGTANG NORTH,SIA,17-Oct,2 weeks,Plateau,Langtang North,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU LANGTANG SOUTH,SIA,17-Oct,2 weeks,Plateau,Langtang South,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU MANGU,SIA,17-Oct,2 weeks,Plateau,Mangu,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU MIKANG,SIA,17-Oct,2 weeks,Plateau,Mikang,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU PANKSHIN,SIA,17-Oct,2 weeks,Plateau,Pankshin,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU QUA'AN PAN,SIA,17-Oct,2 weeks,Plateau,Qua'an Pan,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU RIYOM,SIA,17-Oct,2 weeks,Plateau,Riyom,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU SHENDAM,SIA,17-Oct,2 weeks,Plateau,Shendam,,,,,,,,,,,,
SIA 17-Oct 2 weeks PLATEAU WASE,SIA,17-Oct,2 weeks,Plateau,Wase,,,,,,,,,,,,
SIA 17-Oct 2 weeks RIVERS ABUA/ODUAL,SIA,17-Oct,2 weeks,Rivers,Abua/Odual,,,,,,,,,,,,
SIA 17-Oct 2 weeks RIVERS AHOADA EAST,SIA,17-Oct,2 weeks,Rivers,Ahoada East,,,,,,,,,,,,
